date,sym,company,close,volume,open,high,low
04/30/2025,STLD,Steel Dynamics Inc,129.71,1502347,124.98,130.18,124.73
04/30/2025,TT,Trane Techologies plc,383.31,2579364,374.01,384.33,370.04
04/30/2025,WPM,Wheaton Precious Metals Corp,83.52,2687839,81.49,83.53,81.32
05/13/2025,ADD,Color Star Technology Co Ltd,1.01,577369,0.92,1.02,0.8412
05/13/2025,AXON,Axon Enterprise Inc,724.77,868804,695,732.1662,694.71
05/13/2025,CEG,Constellation Energy Corporation,291.52,3651083,280.47,296.17,279.19
05/13/2025,HON,Honeywell International Inc,218.22,3858344,219.76,220.37,218.06
05/13/2025,HSHIP,Himalaya Shipping Ltd,5.65,73491,5.67,5.71,5.6062
05/13/2025,STLD,Steel Dynamics Inc,135.42,1588418,137.71,137.71,135.3
05/13/2025,TT,Trane Techologies plc,421.87,1348985,416.23,424.46,413.8565
05/13/2025,WPM,Wheaton Precious Metals Corp,78.51,1931226,79.15,79.635,77.66
05/14/2025,ADD,Color Star Technology Co Ltd,0.8901,262465,1,1,0.8601
05/14/2025,AXON,Axon Enterprise Inc,728.53,566253,725,730.76,715.5886
05/14/2025,CEG,Constellation Energy Corporation,288.15,3129278,291.52,292,282.93
05/14/2025,HON,Honeywell International Inc,217.18,3234995,216.37,218.2,215.82
05/14/2025,HSHIP,Himalaya Shipping Ltd,5.76,69067,5.72,5.82,5.7
05/14/2025,STLD,Steel Dynamics Inc,133.72,1116756,134.82,135.8,133.495
05/14/2025,TT,Trane Techologies plc,419.66,1339338,420.905,423.54,419.13
05/14/2025,WPM,Wheaton Precious Metals Corp,76.5,2792752,76.63,76.79,75.42
05/15/2025,ADD,Color Star Technology Co Ltd,0.9008,313733,0.88,0.913,0.88
05/15/2025,AXON,Axon Enterprise Inc,728.39,570241,725.495,732.222,722
05/15/2025,CEG,Constellation Energy Corporation,284.4,2187286,284.61,288.72,283.28
05/15/2025,HON,Honeywell International Inc,222.29,4133192,217.7,222.98,217.7
05/15/2025,HSHIP,Himalaya Shipping Ltd,5.82,48270,5.74,5.85,5.64
05/15/2025,STLD,Steel Dynamics Inc,133.8,816750,132.51,134.175,132.26
05/15/2025,TT,Trane Techologies plc,422.35,1225307,417.52,423.48,415.98
05/15/2025,WPM,Wheaton Precious Metals Corp,78.77,1733613,77.44,78.815,76.69
05/16/2025,ADD,Color Star Technology Co Ltd,0.92,341071,0.89,0.9383,0.88
05/16/2025,AXON,Axon Enterprise Inc,733.18,420469,732,735.68,724.7408
05/16/2025,CEG,Constellation Energy Corporation,291.12,2104914,286.59,291.17,284.2
05/16/2025,HON,Honeywell International Inc,222.88,2895966,222.3,222.99,220.622
05/16/2025,HSHIP,Himalaya Shipping Ltd,5.77,80236,5.87,5.89,5.73
05/16/2025,STLD,Steel Dynamics Inc,134.78,1096072,133.8,135.16,132.33
05/16/2025,TT,Trane Techologies plc,429.09,1110403,422.395,429.4,420.825
05/16/2025,WPM,Wheaton Precious Metals Corp,78.5,2163850,77.5,78.51,76.77
05/19/2025,ADD,Color Star Technology Co Ltd,0.907,264003,0.9191,0.9191,0.8714
05/19/2025,AXON,Axon Enterprise Inc,742.32,425566,721.99,742.34,721.0492
05/19/2025,CEG,Constellation Energy Corporation,294.02,1972673,283.35,294.37,282
05/19/2025,HON,Honeywell International Inc,224.94,3415205,221.61,225.1,220.62
05/19/2025,HSHIP,Himalaya Shipping Ltd,5.58,72737,5.59,5.63,5.51
05/19/2025,STLD,Steel Dynamics Inc,136.06,1297312,133.15,136.48,132.01
05/19/2025,TT,Trane Techologies plc,430.81,1003631,423.72,431.685,422.85
05/19/2025,WPM,Wheaton Precious Metals Corp,80.36,1384230,79.54,80.41,79
05/20/2025,ADD,Color Star Technology Co Ltd,0.9001,345281,0.907,0.9226,0.88
05/20/2025,AXON,Axon Enterprise Inc,742.75,383702,741.41,744.51,734.89
05/20/2025,CEG,Constellation Energy Corporation,292.4,1481307,292.56,293.03,289.67
05/20/2025,HON,Honeywell International Inc,225.06,3333884,223.26,225.26,223.26
05/20/2025,HSHIP,Himalaya Shipping Ltd,5.76,50836,5.64,5.8,5.64
05/20/2025,STLD,Steel Dynamics Inc,135.38,913658,136.04,136.06,134.565
05/20/2025,TT,Trane Techologies plc,429.8,1037521,429.1,431.42,427.57
05/20/2025,WPM,Wheaton Precious Metals Corp,82.98,1496181,79.93,83.09,79.93
05/21/2025,ADD,Color Star Technology Co Ltd,0.9,206661,0.8867,0.9166,0.8802
05/21/2025,AXON,Axon Enterprise Inc,735.38,570731,738,748.8,730.01
05/21/2025,CEG,Constellation Energy Corporation,287.11,2040947,288.27,292.2069,285.21
05/21/2025,HON,Honeywell International Inc,221.87,3611425,224.43,224.96,221.51
05/21/2025,HSHIP,Himalaya Shipping Ltd,5.56,66762,5.65,5.72,5.55
05/21/2025,STLD,Steel Dynamics Inc,132.21,1536367,133.76,135.58,132.17
05/21/2025,TT,Trane Techologies plc,424.86,1302872,425.39,433.595,424.44
05/21/2025,WPM,Wheaton Precious Metals Corp,85.27,2416183,83.6,85.58,83.6
05/22/2025,ADD,Color Star Technology Co Ltd,0.8827,140642,0.9,0.916,0.8827
05/22/2025,AXON,Axon Enterprise Inc,723.75,510375,734.07,735,722.03
05/22/2025,CEG,Constellation Energy Corporation,291.47,2390783,285.19,295.2,282.72
05/22/2025,HON,Honeywell International Inc,223.63,2915477,221.39,225.03,221.19
05/22/2025,HSHIP,Himalaya Shipping Ltd,5.59,55152,5.64,5.68,5.57
05/22/2025,STLD,Steel Dynamics Inc,129.89,1424474,131.68,131.78,129.5
05/22/2025,TT,Trane Techologies plc,424.26,954955,422.93,427.475,420.52
05/22/2025,WPM,Wheaton Precious Metals Corp,84.56,1255969,84.59,85.165,84.05
05/23/2025,ADD,Color Star Technology Co Ltd,0.9,219675,0.9125,0.914,0.8601
05/23/2025,AXON,Axon Enterprise Inc,731.37,422654,717.98,735.4259,714
05/23/2025,CEG,Constellation Energy Corporation,297.49,5373279,298.645,302.6,293.11
05/23/2025,HON,Honeywell International Inc,222.03,2537518,220.82,223,220.82
05/23/2025,HSHIP,Himalaya Shipping Ltd,5.59,51385,5.46,5.6,5.46
05/23/2025,STLD,Steel Dynamics Inc,125.32,3180825,127.69,129.12,124.45
05/23/2025,TT,Trane Techologies plc,423.29,1033881,419.8,426.3,418
05/23/2025,WPM,Wheaton Precious Metals Corp,86.62,1505297,86.21,87.12,85.4
05/27/2025,ADD,Color Star Technology Co Ltd,0.97,925203,0.91,1.02,0.8713
05/27/2025,AXON,Axon Enterprise Inc,746.08,477573,740.58,748.14,736.63
05/27/2025,CEG,Constellation Energy Corporation,309.06,3611518,303.86,310.26,296.2654
05/27/2025,HON,Honeywell International Inc,226.46,3091020,224.42,226.76,222.33
05/27/2025,HSHIP,Himalaya Shipping Ltd,5.71,108648,5.58,5.74,5.54
05/27/2025,STLD,Steel Dynamics Inc,128.74,2231550,126.39,128.79,125.19
05/27/2025,TT,Trane Techologies plc,436.27,1347904,426.93,436.61,426.51
05/27/2025,WPM,Wheaton Precious Metals Corp,85.52,1944925,84.875,86.45,84.46
05/28/2025,ADD,Color Star Technology Co Ltd,0.9201,185113,0.97,0.97,0.92
05/28/2025,AXON,Axon Enterprise Inc,751,524938,748.81,755.05,743.6277
05/28/2025,CEG,Constellation Energy Corporation,308.05,2512000,309.45,313.085,306.66
05/28/2025,HON,Honeywell International Inc,224.61,2582653,226.46,227.8876,224.18
05/28/2025,HSHIP,Himalaya Shipping Ltd,5.77,55769,5.7,5.82,5.68
05/28/2025,STLD,Steel Dynamics Inc,126.72,1215948,129,129.1,126.63
05/28/2025,TT,Trane Techologies plc,432.94,1027994,435.77,435.845,431.94
05/28/2025,WPM,Wheaton Precious Metals Corp,86.17,1253533,85.58,86.2,84.86
05/29/2025,ADD,Color Star Technology Co Ltd,0.995,2902044,0.928,0.995,0.9231
05/29/2025,AXON,Axon Enterprise Inc,730.29,536596,753.19,754.8083,729.16
05/29/2025,CEG,Constellation Energy Corporation,303.37,2712076,313.88,314.5,300.1
05/29/2025,HON,Honeywell International Inc,225.19,6740470,225.54,225.91,223.24
05/29/2025,HSHIP,Himalaya Shipping Ltd,5.87,77163,5.87,5.94,5.83
05/29/2025,STLD,Steel Dynamics Inc,125.15,1161641,127.31,127.31,123.48
05/29/2025,TT,Trane Techologies plc,432.29,859219,435.55,435.55,429.22
05/29/2025,WPM,Wheaton Precious Metals Corp,86.06,976324,86.55,86.865,85.59
05/30/2025,ADD,Color Star Technology Co Ltd,0.9977,609255,0.9095,0.998,0.88
05/30/2025,AXON,Axon Enterprise Inc,750.36,1121126,731.01,751.99,729.14
05/30/2025,CEG,Constellation Energy Corporation,306.15,3656129,301.44,306.5,299.26
05/30/2025,HON,Honeywell International Inc,226.67,8299561,226.65,227.02,223.765
05/30/2025,HSHIP,Himalaya Shipping Ltd,5.98,106821,5.92,6.12,5.9101
05/30/2025,STLD,Steel Dynamics Inc,123.07,2196537,124.57,124.82,121.41
05/30/2025,TT,Trane Techologies plc,430.27,2264908,432.71,433.04,428.04
05/30/2025,WPM,Wheaton Precious Metals Corp,86.75,1866104,85.89,87.03,85.695
06/13/2025,ADD,Color Star Technology Co Ltd,0.857,132374,0.83,0.8929,0.8069
06/13/2025,AXON,Axon Enterprise Inc,780.63,359099,771.81,786.7749,767.6
06/13/2025,CEG,Constellation Energy Corporation,296.89,1525901,297.36,299.95,294.09
06/13/2025,HON,Honeywell International Inc,224.29,2497074,224.9,226.13,223.5101
06/13/2025,HSHP,Himalaya Shipping Ltd,6.62,76098,6.61,6.65,6.535
06/13/2025,STLD,Steel Dynamics Inc,133.48,1258589,130.01,133.51,130.01
06/13/2025,TT,Trane Techologies plc,421.39,1230080,419.655,424.92,418.485
06/13/2025,WPM,Wheaton Precious Metals Corp,91.7,1955366,91.45,92.145,90.86
06/16/2025,ADD,Color Star Technology Co Ltd,0.8601,46279,0.85,0.872,0.85
06/16/2025,AXON,Axon Enterprise Inc,780.61,470995,786.37,797.5,779.28
06/16/2025,CEG,Constellation Energy Corporation,308.01,2592698,300,309.96,300
06/16/2025,HON,Honeywell International Inc,224.09,2438970,225.57,226.4,223.53
06/16/2025,HSHP,Himalaya Shipping Ltd,6.56,121313,6.61,6.66,6.54
06/16/2025,STLD,Steel Dynamics Inc,132.12,1228833,134.27,134.99,131.48
06/16/2025,TT,Trane Techologies plc,426.61,1393767,424.61,432.08,423.45
06/16/2025,WPM,Wheaton Precious Metals Corp,91.89,1644142,90.84,92.435,90.51
06/17/2025,ADD,Color Star Technology Co Ltd,0.8701,193356,0.8529,0.9168,0.8513
06/17/2025,AXON,Axon Enterprise Inc,777.54,445749,776.39,782.7514,770.201
06/17/2025,CEG,Constellation Energy Corporation,305.7,2158052,307.82,313.54,302.7
06/17/2025,HON,Honeywell International Inc,221.79,3105666,223.6,224.125,221.48
06/17/2025,HSHP,Himalaya Shipping Ltd,6.48,75990,6.48,6.53,6.435
06/17/2025,STLD,Steel Dynamics Inc,133.16,1098367,131.58,134.41,130.5501
06/17/2025,TT,Trane Techologies plc,421.95,1074515,422.5,425.85,421.34
06/17/2025,WPM,Wheaton Precious Metals Corp,91.25,1303544,92.67,92.67,90.41
06/18/2025,ADD,Color Star Technology Co Ltd,0.8903,50672,0.9029,0.9099,0.89
06/18/2025,AXON,Axon Enterprise Inc,770.79,482933,775.85,779.8899,761.9
06/18/2025,CEG,Constellation Energy Corporation,306.43,1451471,305,309.539,303.25
06/18/2025,HON,Honeywell International Inc,221.87,3598571,222.16,223.59,220.8884
06/18/2025,HSHP,Himalaya Shipping Ltd,6.64,429508,6.31,6.69,6.285
06/18/2025,STLD,Steel Dynamics Inc,130.11,1927330,131.3,134.16,129.72
06/18/2025,TT,Trane Techologies plc,419.86,1708537,422.22,425.65,419.41
06/18/2025,WPM,Wheaton Precious Metals Corp,91.07,988606,91.25,91.9,90.76
06/20/2025,ADD,Color Star Technology Co Ltd,0.89,57137,0.88,0.8999,0.875
06/20/2025,AXON,Axon Enterprise Inc,777.32,1182182,780.28,781,767.0803
06/20/2025,CEG,Constellation Energy Corporation,304.92,4194840,307.53,308.2,302.69
06/20/2025,HON,Honeywell International Inc,221.8,5875079,223.39,223.4,220.2
06/20/2025,HSHP,Himalaya Shipping Ltd,6.26,623551,6.31,6.48,6.23
06/20/2025,STLD,Steel Dynamics Inc,125.9,4349290,131.43,131.67,124.56
06/20/2025,TT,Trane Techologies plc,419.7,2199508,422,426.64,417.72
06/20/2025,WPM,Wheaton Precious Metals Corp,89.18,2400434,89.72,91.305,89.14
06/23/2025,ADD,Color Star Technology Co Ltd,0.998,1831062,0.8836,0.9999,0.87
06/23/2025,AXON,Axon Enterprise Inc,783.24,391501,773.48,791.38,767.3175
06/23/2025,CEG,Constellation Energy Corporation,315.21,2314517,306,315.79,304.69
06/23/2025,HON,Honeywell International Inc,224.74,2580125,223.32,225,221.735
06/23/2025,HSHP,Himalaya Shipping Ltd,6.18,183800,6.09,6.21,6.04
06/23/2025,STLD,Steel Dynamics Inc,127.43,1240564,125.65,127.7099,124.8
06/23/2025,TT,Trane Techologies plc,426.92,786397,420.75,427.27,418
06/23/2025,WPM,Wheaton Precious Metals Corp,90.17,1469995,89,91.67,88.87
06/24/2025,ADD,Color Star Technology Co Ltd,1.03,960511,0.975,1.04,0.9501
06/24/2025,AXON,Axon Enterprise Inc,794.25,743572,785,799.66,758.24
06/24/2025,CEG,Constellation Energy Corporation,320.66,2384956,317.94,324.31,316.85
06/24/2025,HON,Honeywell International Inc,224.6,3583919,225.59,226.11,223.65
06/24/2025,HSHP,Himalaya Shipping Ltd,6.15,140866,6.06,6.26,6.05
06/24/2025,STLD,Steel Dynamics Inc,128.22,971897,128.24,129.54,127.94
06/24/2025,TT,Trane Techologies plc,429.02,760190,428.11,430,426.25
06/24/2025,WPM,Wheaton Precious Metals Corp,88.57,2237093,87.7,88.94,86.21
06/25/2025,ADD,Color Star Technology Co Ltd,0.93,235684,0.9896,0.99,0.9201
06/25/2025,AXON,Axon Enterprise Inc,785.07,440465,800,801,780.66
06/25/2025,CEG,Constellation Energy Corporation,315.14,2263908,322.01,323.64,314.855
06/25/2025,HON,Honeywell International Inc,221.79,3004011,224.68,224.68,221.15
06/25/2025,HSHP,Himalaya Shipping Ltd,6.16,81386,6.18,6.23,6.13
06/25/2025,STLD,Steel Dynamics Inc,128.48,967886,128.32,129.1,127.22
06/25/2025,TT,Trane Techologies plc,427.53,742270,431.23,432.64,426.45
06/25/2025,WPM,Wheaton Precious Metals Corp,89.3,1405532,88.01,90.09,87.99
06/26/2025,ADD,Color Star Technology Co Ltd,0.8335,197072,0.93,0.9778,0.8072
06/26/2025,AXON,Axon Enterprise Inc,803.95,484379,791.81,805.48,791.81
06/26/2025,CEG,Constellation Energy Corporation,322.51,2192429,317,323.605,314.73
06/26/2025,HON,Honeywell International Inc,226.38,2629868,222.82,226.485,222.13
06/26/2025,HSHP,Himalaya Shipping Ltd,5.99,119778,6.13,6.14,5.955
06/26/2025,STLD,Steel Dynamics Inc,131.5,1251946,129.79,132.3,129
06/26/2025,TT,Trane Techologies plc,429.19,1135687,428.42,431.84,426.52
06/26/2025,WPM,Wheaton Precious Metals Corp,90.25,1727725,89.69,90.29,89.1
06/27/2025,ADD,Color Star Technology Co Ltd,0.91,498274,0.8504,0.995,0.7512
06/27/2025,AXON,Axon Enterprise Inc,818.6,1010936,804.85,820.83,802.2836
06/27/2025,CEG,Constellation Energy Corporation,320.17,3689663,327.905,328.44,317.8
06/27/2025,HON,Honeywell International Inc,228.85,4994527,226.17,228.96,225.7899
06/27/2025,HSHP,Himalaya Shipping Ltd,5.99,842137,5.98,6.12,5.94
06/27/2025,STLD,Steel Dynamics Inc,131.21,1876696,131.22,132.2083,130.45
06/27/2025,TT,Trane Techologies plc,432.29,3822730,432.25,437.41,428.96
06/27/2025,WPM,Wheaton Precious Metals Corp,87.33,2629218,87.87,88.16,86.565
06/30/2025,ADD,Color Star Technology Co Ltd,0.8626,72685,0.9016,0.93,0.8624
06/30/2025,AXON,Axon Enterprise Inc,827.94,530137,818.75,830.21,816.855
06/30/2025,CEG,Constellation Energy Corporation,322.76,1968039,324,324.7397,318.22
06/30/2025,HON,Honeywell International Inc,232.88,4061139,228.85,233.56,228.32
06/30/2025,HSHP,Himalaya Shipping Ltd,5.77,210995,5.9,5.9,5.77
06/30/2025,STLD,Steel Dynamics Inc,128.01,1288628,130.41,130.71,127.93
06/30/2025,TT,Trane Techologies plc,437.41,1254829,432.53,438.15,431.485
06/30/2025,WPM,Wheaton Precious Metals Corp,89.38,2045963,91.05,91.41,89.2701
07/14/2025,ADD,Color Star Technology Co Ltd,0.9501,126149,1.02,1.05,0.95
07/14/2025,AXON,Axon Enterprise Inc,750.26,538912,727.1,752.97,723.99
07/14/2025,CEG,Constellation Energy Corporation,325.99,2000133,322.08,326.55,313.885
07/14/2025,HON,Honeywell International Inc,238.06,2911405,236.5,238.78,234.63
07/14/2025,HSHP,Himalaya Shipping Ltd,6.73,36495,6.74,6.77,6.635
07/14/2025,STLD,Steel Dynamics Inc,133.22,755300,134.49,134.7,133.12
07/14/2025,TT,Trane Techologies plc,439.19,1172019,436.57,440.86,434.21
07/14/2025,WPM,Wheaton Precious Metals Corp,91.37,2234942,91.2,93.245,91.05
07/15/2025,ADD,Color Star Technology Co Ltd,0.95,118373,0.95,1.01,0.94
07/15/2025,AXON,Axon Enterprise Inc,745.87,373471,752.74,753.57,740.16
07/15/2025,CEG,Constellation Energy Corporation,317.99,2742440,327.58,327.99,314.2
07/15/2025,HON,Honeywell International Inc,235.3,2355252,237.19,237.6099,235.19
07/15/2025,HSHP,Himalaya Shipping Ltd,6.51,71704,6.71,6.71,6.5
07/15/2025,STLD,Steel Dynamics Inc,128.86,963085,133.71,133.71,128.69
07/15/2025,TT,Trane Techologies plc,436.36,820604,438.46,441.19,434.93
07/15/2025,WPM,Wheaton Precious Metals Corp,90.61,1714549,91.785,91.785,89.08
07/16/2025,ADD,Color Star Technology Co Ltd,0.938,55299,0.95,0.9776,0.9303
07/16/2025,AXON,Axon Enterprise Inc,742.77,516134,743.56,748.27,725.05
07/16/2025,CEG,Constellation Energy Corporation,308.2,2956751,318.63,322,301.37
07/16/2025,HON,Honeywell International Inc,236.88,2824650,235.46,237,233.01
07/16/2025,HSHP,Himalaya Shipping Ltd,6.68,125602,6.56,6.71,6.47
07/16/2025,STLD,Steel Dynamics Inc,127.47,1288914,129,129.31,126.17
07/16/2025,TT,Trane Techologies plc,436.98,587904,436.53,437.86,430.64
07/16/2025,WPM,Wheaton Precious Metals Corp,90.5,1698786,90.69,91.65,89.47
07/17/2025,ADD,Color Star Technology Co Ltd,0.941,45037,0.938,0.9796,0.938
07/17/2025,AXON,Axon Enterprise Inc,745.86,341234,744.8,753.25,739.79
07/17/2025,CEG,Constellation Energy Corporation,308.08,1984949,311.82,314.82,305.01
07/17/2025,HON,Honeywell International Inc,238.37,2506750,236.61,238.69,236.17
07/17/2025,HSHP,Himalaya Shipping Ltd,6.92,247987,6.82,7.0626,6.81
07/17/2025,STLD,Steel Dynamics Inc,131.15,1514988,127.21,131.32,127.21
07/17/2025,TT,Trane Techologies plc,450.06,1152020,437.17,450.26,437.17
07/17/2025,WPM,Wheaton Precious Metals Corp,89,1671359,89.215,89.75,88.43
07/18/2025,ADD,Color Star Technology Co Ltd,0.9021,160093,0.98,0.98,0.8752
07/18/2025,AXON,Axon Enterprise Inc,756.09,404325,747.83,757.9799,741.07
07/18/2025,CEG,Constellation Energy Corporation,321.42,3532937,311.78,327.01,310.92
07/18/2025,HON,Honeywell International Inc,236.54,3613970,239.72,239.72,235.24
07/18/2025,HSHP,Himalaya Shipping Ltd,6.79,129288,6.95,6.95,6.785
07/18/2025,STLD,Steel Dynamics Inc,131.63,928996,131.58,132.0886,130.535
07/18/2025,TT,Trane Techologies plc,447.33,1296594,450.07,451.87,446.305
07/18/2025,WPM,Wheaton Precious Metals Corp,88.32,1140937,89.77,89.79,87.96
07/21/2025,ADD,Color Star Technology Co Ltd,0.8945,100937,0.901,0.9275,0.8726
07/21/2025,AXON,Axon Enterprise Inc,751.55,377483,755.92,758.25,741.91
07/21/2025,CEG,Constellation Energy Corporation,317.88,1937555,324.42,325.64,316.65
07/21/2025,HON,Honeywell International Inc,235.22,2894201,236.54,238.349,235.18
07/21/2025,HSHP,Himalaya Shipping Ltd,6.85,187169,6.75,6.93,6.6743
07/21/2025,STLD,Steel Dynamics Inc,134.53,1639598,133.56,135.8,133
07/21/2025,TT,Trane Techologies plc,442.48,895057,448,448.06,442.48
07/21/2025,WPM,Wheaton Precious Metals Corp,91.41,1529026,89.72,92.17,89.7
07/22/2025,ADD,Color Star Technology Co Ltd,0.925,309149,0.8945,0.9786,0.89
07/22/2025,AXON,Axon Enterprise Inc,720.74,759573,749.01,749.01,720.18
07/22/2025,CEG,Constellation Energy Corporation,317.79,1780119,318,318.7424,311.395
07/22/2025,HON,Honeywell International Inc,236.58,3409052,235.14,237.07,234.33
07/22/2025,HSHP,Himalaya Shipping Ltd,7.23,144536,6.91,7.23,6.91
07/22/2025,STLD,Steel Dynamics Inc,132.24,2726693,128.08,134.66,127.602
07/22/2025,TT,Trane Techologies plc,447.68,1478906,441.45,448.33,434.59
07/22/2025,WPM,Wheaton Precious Metals Corp,95.72,3027641,92.35,96.4,92.235
07/23/2025,ADD,Color Star Technology Co Ltd,0.9204,170696,0.94,0.9615,0.9001
07/23/2025,AXON,Axon Enterprise Inc,705.22,1098487,725.8,728.95,694.72
07/23/2025,CEG,Constellation Energy Corporation,323.7,3821438,329.39,343.23,322.8
07/23/2025,HON,Honeywell International Inc,239.27,3829055,237.6,240.51,237.23
07/23/2025,HSHP,Himalaya Shipping Ltd,7.22,219931,7.09,7.225,7.05
07/23/2025,STLD,Steel Dynamics Inc,130.72,1216575,133.4,133.47,130.64
07/23/2025,TT,Trane Techologies plc,459.35,994893,451.35,461.255,450
07/23/2025,WPM,Wheaton Precious Metals Corp,94.95,1973982,95.54,96.8317,94.53
07/24/2025,ADD,Color Star Technology Co Ltd,0.9,113408,0.93,0.9449,0.875
07/24/2025,AXON,Axon Enterprise Inc,709.26,1105053,705.22,715.745,695.0001
07/24/2025,CEG,Constellation Energy Corporation,321.67,1818050,325.08,326.92,320.8958
07/24/2025,HON,Honeywell International Inc,224.48,11194270,226.12,230.59,223.8
07/24/2025,HSHP,Himalaya Shipping Ltd,7.29,167933,7.15,7.39,7.13
07/24/2025,STLD,Steel Dynamics Inc,126.83,1298790,129.61,130.02,126.47
07/24/2025,TT,Trane Techologies plc,461.73,977402,460.8,464.66,458.8331
07/24/2025,WPM,Wheaton Precious Metals Corp,94.01,1335417,94.43,95.06,92.54
07/25/2025,ADD,Color Star Technology Co Ltd,0.8804,90370,0.9,0.92,0.8801
07/25/2025,AXON,Axon Enterprise Inc,735.01,723678,711.39,742.23,709.82
07/25/2025,CEG,Constellation Energy Corporation,327.35,1383945,322.5,328.28,321.03
07/25/2025,HON,Honeywell International Inc,224.24,5969065,226.32,226.6,222.29
07/25/2025,HSHP,Himalaya Shipping Ltd,7.17,164110,7.07,7.18,6.99
07/25/2025,STLD,Steel Dynamics Inc,130.83,1033641,127.41,131.01,126.16
07/25/2025,TT,Trane Techologies plc,472.07,1195128,464.85,473.13,463.53
07/25/2025,WPM,Wheaton Precious Metals Corp,93.98,1553814,93.06,94.396,92.6207
07/28/2025,ADD,Color Star Technology Co Ltd,0.8849,546108,0.891,0.995,0.8751
07/28/2025,AXON,Axon Enterprise Inc,736.29,627694,740.36,747.3,722.07
07/28/2025,CEG,Constellation Energy Corporation,328.66,1701437,330.085,331.9999,322.5
07/28/2025,HON,Honeywell International Inc,225.08,4823085,225.125,227.75,224.72
07/28/2025,HSHP,Himalaya Shipping Ltd,7.02,149793,7.08,7.145,7
07/28/2025,STLD,Steel Dynamics Inc,130.225,1066047,130.31,131.405,129.555
07/28/2025,TT,Trane Techologies plc,472.54,1209871,473.79,476.185,469.415
07/28/2025,WPM,Wheaton Precious Metals Corp,91.73,1381279,93.31,93.33,91.38
07/29/2025,ADD,Color Star Technology Co Ltd,0.8573,932370,0.87,0.9216,0.8256
07/29/2025,AXON,Axon Enterprise Inc,728.74,383542,742.19,742.19,725.79
07/29/2025,CEG,Constellation Energy Corporation,330.52,2695980,332,339.24,328.7
07/29/2025,HON,Honeywell International Inc,221.72,3764531,225.69,226,221.24
07/29/2025,HSHP,Himalaya Shipping Ltd,6.83,121954,6.91,6.95,6.76
07/29/2025,STLD,Steel Dynamics Inc,127.515,1486706,129.58,129.8,126.45
07/29/2025,TT,Trane Techologies plc,470.98,2442348,469.37,472.53,463.98
07/29/2025,WPM,Wheaton Precious Metals Corp,93.38,1053724,91.94,93.39,91.1107
07/30/2025,ADD,Color Star Technology Co Ltd,0.8299,91204,0.8684,0.8684,0.82
07/30/2025,AXON,Axon Enterprise Inc,748.6,448258,728.74,749.8,725
07/30/2025,CEG,Constellation Energy Corporation,345.27,3026626,331.5,348.1345,331.5
07/30/2025,HON,Honeywell International Inc,222.16,4746076,222.39,224.39,221.22
07/30/2025,HSHP,Himalaya Shipping Ltd,6.78,79226,6.89,6.915,6.7201
07/30/2025,STLD,Steel Dynamics Inc,127.45,1251660,127.38,129.15,126.21
07/30/2025,TT,Trane Techologies plc,431.44,3364449,434.5,447.27,424.31
07/30/2025,WPM,Wheaton Precious Metals Corp,91,2024868,93.24,94.23,90.39
07/31/2025,ADD,Color Star Technology Co Ltd,0.7401,326068,0.8333,0.8398,0.7138
07/31/2025,AXON,Axon Enterprise Inc,755.49,513614,752.62,762.05,747.24
07/31/2025,CEG,Constellation Energy Corporation,347.84,3581050,349.48,354.01,344.275
07/31/2025,HON,Honeywell International Inc,222.35,3054755,221.56,223.73,221.3
07/31/2025,HSHP,Himalaya Shipping Ltd,6.82,117616,6.79,6.9016,6.76
07/31/2025,STLD,Steel Dynamics Inc,127.56,1367248,126.66,129.06,125.3
07/31/2025,TT,Trane Techologies plc,438.08,2245356,431.08,441.29,431.08
07/31/2025,WPM,Wheaton Precious Metals Corp,91.51,1225393,91.5,92.95,90.96
