category,item,variety,date,unit,price
fruit,apples,other_mid_season,04/10/2019,kg,0.85
fruit,apples,other_late_season,04/10/2019,kg,0.77
fruit,blackberries,blackberries,04/10/2019,kg,7.7
fruit,blueberries,blueberries,04/10/2019,kg,5.31
fruit,pears,conference,04/10/2019,kg,0.91
fruit,pears,doyenne_du_comice,04/10/2019,kg,0.99
fruit,raspberries,raspberries,04/10/2019,kg,8.71
fruit,strawberries,strawberries,04/10/2019,kg,2.75
vegetable,beans,broad,04/10/2019,kg,1.43
vegetable,beans,dwarf_french_or_kidney,04/10/2019,kg,1.96
vegetable,beans,runner_climbing,04/10/2019,kg,1.4
vegetable,beetroot,beetroot,04/10/2019,kg,0.51
vegetable,brussels_sprouts,brussels_sprouts,04/10/2019,kg,0.84
vegetable,pak_choi,pak_choi,04/10/2019,kg,2.41
vegetable,curly_kale,curly_kale,04/10/2019,kg,2.93
vegetable,cabbage,red,04/10/2019,kg,0.51
vegetable,cabbage,savoy,04/10/2019,head,0.53
vegetable,spring_greens,prepacked,04/10/2019,kg,1.09
vegetable,cabbage,summer_autumn_pointed,04/10/2019,kg,0.61
vegetable,cabbage,white,04/10/2019,kg,0.6
vegetable,cabbage,round_green_other,04/10/2019,head,0.5
vegetable,calabrese,calabrese,04/10/2019,kg,1.1
vegetable,capsicum,green,04/10/2019,kg,0.68
vegetable,capsicum,red,04/10/2019,kg,0.72
vegetable,capsicum,yelloworange,04/10/2019,kg,0.68
vegetable,carrots,topped_washed,04/10/2019,kg,0.4
vegetable,cauliflower,all,04/10/2019,head,0.56
vegetable,celery,all_washed,04/10/2019,kg,0.73
vegetable,celeriac,celeriac,04/10/2019,kg,0.72
vegetable,chinese_leaf,chinese_leaf,04/10/2019,kg,1
vegetable,coriander,coriander,04/10/2019,kg,1.4
vegetable,courgettes,courgettes,04/10/2019,kg,1.21
vegetable,cucumbers,cucumbers,04/10/2019,kg,0.95
vegetable,leeks,trimmed,04/10/2019,kg,1.21
vegetable,lettuce,butterhead_indoor,04/10/2019,head,0.43
vegetable,lettuce,cos,04/10/2019,head,0.52
vegetable,lettuce,crisp_iceberg_type,04/10/2019,head,0.56
vegetable,lettuce,little_gem,04/10/2019,twin,0.62
vegetable,rocket,rocket,04/10/2019,kg,4.93
vegetable,mixed_babyleaf_salad,pillow_pack,04/10/2019,kg,4.87
vegetable,onion,bulb_brown,04/10/2019,kg,0.35
vegetable,onion,bulb_red,04/10/2019,kg,0.46
vegetable,onion,saladspring,04/10/2019,kg,0.25
vegetable,swede,swede,04/10/2019,kg,0.23
vegetable,turnip,turnip,04/10/2019,kg,1.26
vegetable,parsnips,all_varieties,04/10/2019,kg,1.03
vegetable,peas,shelling_all_varieties,04/10/2019,kg,1.41
vegetable,rhubarb,outdoor,04/10/2019,kg,1.37
vegetable,spinach_leaf,loose_bunches,04/10/2019,kg,1.7
vegetable,sweetcorn,sweetcorn,04/10/2019,head,0.21
vegetable,tomatoes,round,04/10/2019,kg,0.98
vegetable,tomatoes,vine,04/10/2019,kg,1.82
cut_flowers,gladioli,all_varieties,04/10/2019,stem,0.23
fruit,apples,bramleys_seedling,27/09/2019,kg,0.84
fruit,apples,coxs_orange_group,27/09/2019,kg,1.04
fruit,apples,egremont_russet,27/09/2019,kg,0.97
fruit,apples,gala,27/09/2019,kg,1.1
fruit,apples,other_early_season,27/09/2019,kg,0.74
fruit,apples,other_mid_season,27/09/2019,kg,0.88
fruit,apples,other_late_season,27/09/2019,kg,0.77
fruit,blackberries,blackberries,27/09/2019,kg,5.48
fruit,currants,black,27/09/2019,kg,2.4
fruit,blueberries,blueberries,27/09/2019,kg,5.78
fruit,pears,conference,27/09/2019,kg,0.93
fruit,pears,doyenne_du_comice,27/09/2019,kg,0.82
fruit,plums,all_other,27/09/2019,kg,0.99
fruit,raspberries,raspberries,27/09/2019,kg,7.34
fruit,strawberries,strawberries,27/09/2019,kg,2.92
vegetable,beans,broad,27/09/2019,kg,1.48
vegetable,beans,dwarf_french_or_kidney,27/09/2019,kg,1.92
vegetable,beans,runner_climbing,27/09/2019,kg,1.4
vegetable,beetroot,beetroot,27/09/2019,kg,0.51
vegetable,brussels_sprouts,brussels_sprouts,27/09/2019,kg,0.85
vegetable,pak_choi,pak_choi,27/09/2019,kg,2.37
vegetable,curly_kale,curly_kale,27/09/2019,kg,2.96
vegetable,cabbage,red,27/09/2019,kg,0.52
vegetable,cabbage,savoy,27/09/2019,head,0.53
vegetable,spring_greens,prepacked,27/09/2019,kg,1.08
vegetable,cabbage,summer_autumn_pointed,27/09/2019,kg,0.58
vegetable,cabbage,white,27/09/2019,kg,0.59
vegetable,cabbage,round_green_other,27/09/2019,head,0.49
vegetable,calabrese,calabrese,27/09/2019,kg,1.16
vegetable,capsicum,green,27/09/2019,kg,0.65
vegetable,capsicum,red,27/09/2019,kg,0.72
vegetable,capsicum,yelloworange,27/09/2019,kg,0.66
vegetable,carrots,topped_washed,27/09/2019,kg,0.39
vegetable,cauliflower,all,27/09/2019,head,0.64
vegetable,celery,all_washed,27/09/2019,kg,0.71
vegetable,celeriac,celeriac,27/09/2019,kg,0.7
vegetable,chinese_leaf,chinese_leaf,27/09/2019,kg,0.97
vegetable,coriander,coriander,27/09/2019,kg,1.5
vegetable,courgettes,courgettes,27/09/2019,kg,1.34
vegetable,cucumbers,cucumbers,27/09/2019,kg,0.94
vegetable,leeks,trimmed,27/09/2019,kg,1.23
vegetable,lettuce,butterhead_indoor,27/09/2019,head,0.42
vegetable,lettuce,cos,27/09/2019,head,0.49
vegetable,lettuce,crisp_iceberg_type,27/09/2019,head,0.55
vegetable,lettuce,little_gem,27/09/2019,twin,0.63
vegetable,rocket,rocket,27/09/2019,kg,3.76
vegetable,mixed_babyleaf_salad,pillow_pack,27/09/2019,kg,4.87
vegetable,onion,bulb_brown,27/09/2019,kg,0.34
vegetable,onion,bulb_red,27/09/2019,kg,0.46
vegetable,onion,saladspring,27/09/2019,kg,0.26
vegetable,swede,swede,27/09/2019,kg,0.23
vegetable,turnip,turnip,27/09/2019,kg,1.42
vegetable,parsnips,all_varieties,27/09/2019,kg,1.02
vegetable,peas,shelling_all_varieties,27/09/2019,kg,1.79
vegetable,rhubarb,outdoor,27/09/2019,kg,1.26
vegetable,spinach_leaf,loose_bunches,27/09/2019,kg,1.73
vegetable,sweetcorn,sweetcorn,27/09/2019,head,0.2
vegetable,tomatoes,round,27/09/2019,kg,1.3
vegetable,tomatoes,vine,27/09/2019,kg,1.76
cut_flowers,gladioli,all_varieties,27/09/2019,stem,0.19
fruit,apples,bramleys_seedling,20/09/2019,kg,0.96
fruit,apples,coxs_orange_group,20/09/2019,kg,1
fruit,apples,egremont_russet,20/09/2019,kg,1.12
fruit,apples,gala,20/09/2019,kg,0.99
fruit,apples,other_early_season,20/09/2019,kg,0.7
fruit,apples,other_mid_season,20/09/2019,kg,0.72
fruit,blackberries,blackberries,20/09/2019,kg,7.2
fruit,currants,black,20/09/2019,kg,4.8
fruit,blueberries,blueberries,20/09/2019,kg,5.74
fruit,pears,conference,20/09/2019,kg,0.92
fruit,pears,other,20/09/2019,kg,0.75
fruit,plums,victoria,20/09/2019,kg,2.14
fruit,plums,all_other,20/09/2019,kg,0.88
fruit,raspberries,raspberries,20/09/2019,kg,8.15
fruit,strawberries,strawberries,20/09/2019,kg,3.71
vegetable,beans,broad,20/09/2019,kg,1.3
vegetable,beans,dwarf_french_or_kidney,20/09/2019,kg,1.95
vegetable,beans,runner_climbing,20/09/2019,kg,1.4
vegetable,beetroot,beetroot,20/09/2019,kg,0.5
vegetable,brussels_sprouts,brussels_sprouts,20/09/2019,kg,0.95
vegetable,pak_choi,pak_choi,20/09/2019,kg,2.62
vegetable,curly_kale,curly_kale,20/09/2019,kg,2.72
vegetable,cabbage,red,20/09/2019,kg,0.55
vegetable,cabbage,savoy,20/09/2019,head,0.56
vegetable,spring_greens,prepacked,20/09/2019,kg,0.93
vegetable,cabbage,summer_autumn_pointed,20/09/2019,kg,0.59
vegetable,cabbage,white,20/09/2019,kg,0.6
vegetable,cabbage,round_green_other,20/09/2019,head,0.5
vegetable,calabrese,calabrese,20/09/2019,kg,1.05
vegetable,capsicum,green,20/09/2019,kg,0.83
vegetable,capsicum,red,20/09/2019,kg,0.81
vegetable,capsicum,elongated,20/09/2019,kg,1.33
vegetable,capsicum,yelloworange,20/09/2019,kg,0.78
vegetable,carrots,topped_washed,20/09/2019,kg,0.38
vegetable,cauliflower,all,20/09/2019,head,0.95
vegetable,celery,all_washed,20/09/2019,kg,0.72
vegetable,celeriac,celeriac,20/09/2019,kg,0.74
vegetable,chinese_leaf,chinese_leaf,20/09/2019,kg,0.97
vegetable,coriander,coriander,20/09/2019,kg,1.54
vegetable,courgettes,courgettes,20/09/2019,kg,1.15
vegetable,cucumbers,cucumbers,20/09/2019,kg,0.97
vegetable,leeks,trimmed,20/09/2019,kg,1.19
vegetable,lettuce,butterhead_indoor,20/09/2019,head,0.43
vegetable,lettuce,cos,20/09/2019,head,0.55
vegetable,lettuce,crisp_iceberg_type,20/09/2019,head,0.55
vegetable,lettuce,little_gem,20/09/2019,twin,0.62
vegetable,rocket,rocket,20/09/2019,kg,4.95
vegetable,mixed_babyleaf_salad,pillow_pack,20/09/2019,kg,4.91
vegetable,onion,bulb_brown,20/09/2019,kg,0.38
vegetable,onion,bulb_red,20/09/2019,kg,0.44
vegetable,onion,saladspring,20/09/2019,kg,0.27
vegetable,swede,swede,20/09/2019,kg,0.24
vegetable,turnip,turnip,20/09/2019,kg,1.44
vegetable,parsnips,all_varieties,20/09/2019,kg,1.04
vegetable,peas,shelling_all_varieties,20/09/2019,kg,1.67
vegetable,rhubarb,outdoor,20/09/2019,kg,1.78
vegetable,spinach_leaf,loose_bunches,20/09/2019,kg,1.68
vegetable,sweetcorn,sweetcorn,20/09/2019,head,0.22
vegetable,tomatoes,round,20/09/2019,kg,1.54
vegetable,tomatoes,vine,20/09/2019,kg,2.44
cut_flowers,gladioli,all_varieties,20/09/2019,stem,0.22
fruit,apples,bramleys_seedling,13/09/2019,kg,0.93
fruit,apples,coxs_orange_group,13/09/2019,kg,1.15
fruit,apples,egremont_russet,13/09/2019,kg,1.19
fruit,apples,other_early_season,13/09/2019,kg,0.75
fruit,blackberries,blackberries,13/09/2019,kg,4.6
fruit,currants,black,13/09/2019,kg,3.46
fruit,blueberries,blueberries,13/09/2019,kg,5.7
fruit,pears,conference,13/09/2019,kg,0.99
fruit,pears,other,13/09/2019,kg,0.83
fruit,plums,victoria,13/09/2019,kg,2.13
fruit,plums,all_other,13/09/2019,kg,1.21
fruit,raspberries,raspberries,13/09/2019,kg,7.22
fruit,strawberries,strawberries,13/09/2019,kg,3.14
vegetable,beans,broad,13/09/2019,kg,1.49
vegetable,beans,dwarf_french_or_kidney,13/09/2019,kg,1.96
vegetable,beans,runner_climbing,13/09/2019,kg,1.34
vegetable,beetroot,beetroot,13/09/2019,kg,0.49
vegetable,brussels_sprouts,brussels_sprouts,13/09/2019,kg,0.98
vegetable,pak_choi,pak_choi,13/09/2019,kg,2.52
vegetable,curly_kale,curly_kale,13/09/2019,kg,2.74
vegetable,cabbage,red,13/09/2019,kg,0.57
vegetable,cabbage,savoy,13/09/2019,head,0.51
vegetable,spring_greens,prepacked,13/09/2019,kg,1.04
vegetable,cabbage,summer_autumn_pointed,13/09/2019,kg,0.56
vegetable,cabbage,white,13/09/2019,kg,0.61
vegetable,cabbage,round_green_other,13/09/2019,head,0.49
vegetable,calabrese,calabrese,13/09/2019,kg,1.13
vegetable,capsicum,green,13/09/2019,kg,0.87
vegetable,capsicum,red,13/09/2019,kg,0.84
vegetable,capsicum,elongated,13/09/2019,kg,1.09
vegetable,capsicum,yelloworange,13/09/2019,kg,0.95
vegetable,carrots,topped_washed,13/09/2019,kg,0.4
vegetable,cauliflower,all,13/09/2019,head,1.16
vegetable,celery,all_washed,13/09/2019,kg,0.75
vegetable,celeriac,celeriac,13/09/2019,kg,0.72
vegetable,chinese_leaf,chinese_leaf,13/09/2019,kg,0.97
vegetable,coriander,coriander,13/09/2019,kg,1.58
vegetable,courgettes,courgettes,13/09/2019,kg,1.27
vegetable,cucumbers,cucumbers,13/09/2019,kg,0.96
vegetable,leeks,trimmed,13/09/2019,kg,1.26
vegetable,lettuce,butterhead_indoor,13/09/2019,head,0.39
vegetable,lettuce,cos,13/09/2019,head,0.57
vegetable,lettuce,crisp_iceberg_type,13/09/2019,head,0.51
vegetable,lettuce,little_gem,13/09/2019,twin,0.6
vegetable,rocket,rocket,13/09/2019,kg,4.72
vegetable,mixed_babyleaf_salad,pillow_pack,13/09/2019,kg,4.61
vegetable,onion,bulb_brown,13/09/2019,kg,0.38
vegetable,onion,bulb_red,13/09/2019,kg,0.46
vegetable,onion,saladspring,13/09/2019,kg,0.26
vegetable,swede,swede,13/09/2019,kg,0.24
vegetable,turnip,turnip,13/09/2019,kg,1.46
vegetable,parsnips,all_varieties,13/09/2019,kg,1.21
vegetable,peas,shelling_all_varieties,13/09/2019,kg,1.91
vegetable,rhubarb,outdoor,13/09/2019,kg,1.24
vegetable,spinach_leaf,loose_bunches,13/09/2019,kg,1.65
vegetable,sweetcorn,sweetcorn,13/09/2019,head,0.22
vegetable,tomatoes,round,13/09/2019,kg,1.36
vegetable,tomatoes,vine,13/09/2019,kg,2.41
vegetable,tomatoes,plum,13/09/2019,kg,4.5
cut_flowers,gladioli,all_varieties,13/09/2019,stem,0.24
fruit,apples,bramleys_seedling,06/09/2019,kg,0.94
fruit,apples,coxs_orange_group,06/09/2019,kg,0.97
fruit,apples,other_early_season,06/09/2019,kg,0.74
fruit,blackberries,blackberries,06/09/2019,kg,3.74
fruit,currants,black,06/09/2019,kg,3.46
fruit,blueberries,blueberries,06/09/2019,kg,4.96
fruit,gooseberries,gooseberries,06/09/2019,kg,4.96
fruit,pears,conference,06/09/2019,kg,0.95
fruit,pears,other,06/09/2019,kg,0.83
fruit,plums,victoria,06/09/2019,kg,2.09
fruit,plums,all_other,06/09/2019,kg,1.33
fruit,raspberries,raspberries,06/09/2019,kg,7.4
fruit,strawberries,strawberries,06/09/2019,kg,2.12
vegetable,beans,broad,06/09/2019,kg,1.36
vegetable,beans,dwarf_french_or_kidney,06/09/2019,kg,1.77
vegetable,beans,runner_climbing,06/09/2019,kg,1.35
vegetable,beetroot,beetroot,06/09/2019,kg,0.49
vegetable,brussels_sprouts,brussels_sprouts,06/09/2019,kg,0.94
vegetable,pak_choi,pak_choi,06/09/2019,kg,2.78
vegetable,curly_kale,curly_kale,06/09/2019,kg,2.94
vegetable,cabbage,red,06/09/2019,kg,0.58
vegetable,cabbage,savoy,06/09/2019,head,0.52
vegetable,spring_greens,prepacked,06/09/2019,kg,1.02
vegetable,cabbage,summer_autumn_pointed,06/09/2019,kg,0.58
vegetable,cabbage,white,06/09/2019,kg,0.63
vegetable,cabbage,round_green_other,06/09/2019,head,0.49
vegetable,calabrese,calabrese,06/09/2019,kg,1.56
vegetable,capsicum,green,06/09/2019,kg,0.93
vegetable,capsicum,red,06/09/2019,kg,0.84
vegetable,capsicum,elongated,06/09/2019,kg,1.14
vegetable,capsicum,yelloworange,06/09/2019,kg,0.91
vegetable,carrots,topped_washed,06/09/2019,kg,0.39
vegetable,cauliflower,all,06/09/2019,head,0.79
vegetable,celery,all_washed,06/09/2019,kg,0.76
vegetable,celeriac,celeriac,06/09/2019,kg,0.69
vegetable,chinese_leaf,chinese_leaf,06/09/2019,kg,1
vegetable,coriander,coriander,06/09/2019,kg,1.45
vegetable,courgettes,courgettes,06/09/2019,kg,1.17
vegetable,cucumbers,cucumbers,06/09/2019,kg,0.97
vegetable,leeks,trimmed,06/09/2019,kg,1.21
vegetable,lettuce,butterhead_indoor,06/09/2019,head,0.41
vegetable,lettuce,cos,06/09/2019,head,0.55
vegetable,lettuce,crisp_iceberg_type,06/09/2019,head,0.51
vegetable,lettuce,little_gem,06/09/2019,twin,0.6
vegetable,rocket,rocket,06/09/2019,kg,4.71
vegetable,mixed_babyleaf_salad,pillow_pack,06/09/2019,kg,4.88
vegetable,onion,bulb_brown,06/09/2019,kg,0.39
vegetable,onion,bulb_red,06/09/2019,kg,0.49
vegetable,onion,saladspring,06/09/2019,kg,0.26
vegetable,swede,swede,06/09/2019,kg,0.24
vegetable,turnip,turnip,06/09/2019,kg,1.11
vegetable,parsnips,all_varieties,06/09/2019,kg,1.27
vegetable,peas,shelling_all_varieties,06/09/2019,kg,1.54
vegetable,rhubarb,outdoor,06/09/2019,kg,1.09
vegetable,spinach_leaf,loose_bunches,06/09/2019,kg,1.43
vegetable,sweetcorn,sweetcorn,06/09/2019,head,0.18
vegetable,tomatoes,round,06/09/2019,kg,1.17
vegetable,tomatoes,vine,06/09/2019,kg,2.38
cut_flowers,gladioli,all_varieties,06/09/2019,stem,0.24
fruit,apples,bramleys_seedling,30/08/2019,kg,0.97
fruit,apples,coxs_orange_group,30/08/2019,kg,1.32
fruit,apples,gala,30/08/2019,kg,0.99
fruit,apples,other_early_season,30/08/2019,kg,0.75
fruit,blackberries,blackberries,30/08/2019,kg,6.26
fruit,currants,black,30/08/2019,kg,3.96
fruit,currants,red,30/08/2019,kg,7.2
fruit,blueberries,blueberries,30/08/2019,kg,6.55
fruit,cherries,all,30/08/2019,kg,3.06
fruit,gooseberries,gooseberries,30/08/2019,kg,4.02
fruit,pears,conference,30/08/2019,kg,0.98
fruit,pears,other,30/08/2019,kg,0.88
fruit,plums,victoria,30/08/2019,kg,1.51
fruit,plums,all_other,30/08/2019,kg,1.37
fruit,raspberries,raspberries,30/08/2019,kg,8.89
fruit,strawberries,strawberries,30/08/2019,kg,2.5
vegetable,beans,broad,30/08/2019,kg,1.13
vegetable,beans,dwarf_french_or_kidney,30/08/2019,kg,1.8
vegetable,beans,runner_climbing,30/08/2019,kg,1.38
vegetable,beetroot,beetroot,30/08/2019,kg,0.49
vegetable,pak_choi,pak_choi,30/08/2019,kg,2.62
vegetable,curly_kale,curly_kale,30/08/2019,kg,2.74
vegetable,cabbage,red,30/08/2019,kg,0.5
vegetable,cabbage,savoy,30/08/2019,head,0.54
vegetable,spring_greens,prepacked,30/08/2019,kg,1.03
vegetable,cabbage,summer_autumn_pointed,30/08/2019,kg,0.65
vegetable,cabbage,white,30/08/2019,kg,0.62
vegetable,cabbage,round_green_other,30/08/2019,head,0.48
vegetable,calabrese,calabrese,30/08/2019,kg,1.95
vegetable,capsicum,green,30/08/2019,kg,0.92
vegetable,capsicum,red,30/08/2019,kg,0.9
vegetable,capsicum,elongated,30/08/2019,kg,1.12
vegetable,capsicum,yelloworange,30/08/2019,kg,0.79
vegetable,carrots,topped_washed,30/08/2019,kg,0.45
vegetable,cauliflower,all,30/08/2019,head,0.92
vegetable,celery,all_washed,30/08/2019,kg,0.8
vegetable,celeriac,celeriac,30/08/2019,kg,0.71
vegetable,coriander,coriander,30/08/2019,kg,1.53
vegetable,courgettes,courgettes,30/08/2019,kg,1.03
vegetable,cucumbers,cucumbers,30/08/2019,kg,1.17
vegetable,leeks,trimmed,30/08/2019,kg,1.27
vegetable,lettuce,butterhead_indoor,30/08/2019,head,0.41
vegetable,lettuce,cos,30/08/2019,head,0.55
vegetable,lettuce,crisp_iceberg_type,30/08/2019,head,0.5
vegetable,lettuce,little_gem,30/08/2019,twin,0.55
vegetable,rocket,rocket,30/08/2019,kg,4.79
vegetable,mixed_babyleaf_salad,pillow_pack,30/08/2019,kg,4.75
vegetable,onion,bulb_brown,30/08/2019,kg,0.34
vegetable,onion,bulb_red,30/08/2019,kg,0.67
vegetable,onion,saladspring,30/08/2019,kg,0.28
vegetable,swede,swede,30/08/2019,kg,0.25
vegetable,turnip,turnip,30/08/2019,kg,1.29
vegetable,parsnips,all_varieties,30/08/2019,kg,1.28
vegetable,peas,shelling_all_varieties,30/08/2019,kg,1.65
vegetable,rhubarb,outdoor,30/08/2019,kg,1.22
vegetable,spinach_leaf,loose_bunches,30/08/2019,kg,1.62
vegetable,sweetcorn,sweetcorn,30/08/2019,head,0.19
vegetable,tomatoes,round,30/08/2019,kg,1.35
vegetable,tomatoes,vine,30/08/2019,kg,1.95
vegetable,tomatoes,cherry,30/08/2019,kg,2.8
vegetable,watercress,pillow_packs,30/08/2019,kg,10.14
cut_flowers,gladioli,all_varieties,30/08/2019,stem,0.25
fruit,apples,bramleys_seedling,23/08/2019,kg,1.02
fruit,apples,braeburn,23/08/2019,kg,0.55
fruit,apples,gala,23/08/2019,kg,0.99
fruit,apples,other_early_season,23/08/2019,kg,0.92
fruit,blackberries,blackberries,23/08/2019,kg,6.39
fruit,currants,black,23/08/2019,kg,5.06
fruit,blueberries,blueberries,23/08/2019,kg,6.07
fruit,cherries,all,23/08/2019,kg,3.68
fruit,gooseberries,gooseberries,23/08/2019,kg,4.02
fruit,pears,conference,23/08/2019,kg,1.09
fruit,pears,other,23/08/2019,kg,0.87
fruit,plums,victoria,23/08/2019,kg,1.53
fruit,plums,all_other,23/08/2019,kg,1.25
fruit,raspberries,raspberries,23/08/2019,kg,8.37
fruit,strawberries,strawberries,23/08/2019,kg,2.68
vegetable,beans,broad,23/08/2019,kg,1.12
vegetable,beans,dwarf_french_or_kidney,23/08/2019,kg,1.82
vegetable,beans,runner_climbing,23/08/2019,kg,1.37
vegetable,beetroot,beetroot,23/08/2019,kg,0.49
vegetable,pak_choi,pak_choi,23/08/2019,kg,2.6
vegetable,curly_kale,curly_kale,23/08/2019,kg,2.74
vegetable,cabbage,red,23/08/2019,kg,0.55
vegetable,cabbage,savoy,23/08/2019,head,0.54
vegetable,spring_greens,prepacked,23/08/2019,kg,1.05
vegetable,cabbage,summer_autumn_pointed,23/08/2019,kg,0.56
vegetable,cabbage,white,23/08/2019,kg,0.65
vegetable,cabbage,round_green_other,23/08/2019,head,0.5
vegetable,calabrese,calabrese,23/08/2019,kg,3.38
vegetable,capsicum,green,23/08/2019,kg,1.04
vegetable,capsicum,red,23/08/2019,kg,1
vegetable,capsicum,yelloworange,23/08/2019,kg,1.01
vegetable,carrots,topped_washed,23/08/2019,kg,0.43
vegetable,cauliflower,all,23/08/2019,head,1.63
vegetable,celery,all_washed,23/08/2019,kg,0.81
vegetable,celeriac,celeriac,23/08/2019,kg,0.71
vegetable,coriander,coriander,23/08/2019,kg,1.52
vegetable,courgettes,courgettes,23/08/2019,kg,1.06
vegetable,cucumbers,cucumbers,23/08/2019,kg,0.94
vegetable,leeks,trimmed,23/08/2019,kg,1.26
vegetable,lettuce,butterhead_indoor,23/08/2019,head,0.39
vegetable,lettuce,cos,23/08/2019,head,0.5
vegetable,lettuce,crisp_iceberg_type,23/08/2019,head,0.43
vegetable,lettuce,little_gem,23/08/2019,twin,0.56
vegetable,rocket,rocket,23/08/2019,kg,4.87
vegetable,mixed_babyleaf_salad,pillow_pack,23/08/2019,kg,4.78
vegetable,onion,bulb_brown,23/08/2019,kg,0.34
vegetable,onion,bulb_red,23/08/2019,kg,0.59
vegetable,onion,saladspring,23/08/2019,kg,0.27
vegetable,swede,swede,23/08/2019,kg,0.25
vegetable,turnip,turnip,23/08/2019,kg,1.25
vegetable,parsnips,all_varieties,23/08/2019,kg,1.31
vegetable,peas,shelling_all_varieties,23/08/2019,kg,1.62
vegetable,rhubarb,outdoor,23/08/2019,kg,1.1
vegetable,spinach_leaf,loose_bunches,23/08/2019,kg,1.59
vegetable,sweetcorn,sweetcorn,23/08/2019,head,0.18
vegetable,tomatoes,round,23/08/2019,kg,1.23
vegetable,tomatoes,vine,23/08/2019,kg,1.55
vegetable,tomatoes,cherry,23/08/2019,kg,2.8
vegetable,watercress,pillow_packs,23/08/2019,kg,10.16
cut_flowers,gladioli,all_varieties,23/08/2019,stem,0.22
fruit,apples,bramleys_seedling,16/08/2019,kg,1.01
fruit,apples,braeburn,16/08/2019,kg,0.83
fruit,apples,gala,16/08/2019,kg,0.95
fruit,apples,other_early_season,16/08/2019,kg,0.92
fruit,blackberries,blackberries,16/08/2019,kg,6.02
fruit,currants,black,16/08/2019,kg,4.44
fruit,blueberries,blueberries,16/08/2019,kg,5.4
fruit,cherries,all,16/08/2019,kg,3.12
fruit,pears,conference,16/08/2019,kg,1.32
fruit,pears,other,16/08/2019,kg,0.78
fruit,plums,victoria,16/08/2019,kg,1.79
fruit,plums,all_other,16/08/2019,kg,1.42
fruit,raspberries,raspberries,16/08/2019,kg,7.11
fruit,strawberries,strawberries,16/08/2019,kg,1.54
vegetable,beans,broad,16/08/2019,kg,1.13
vegetable,beans,dwarf_french_or_kidney,16/08/2019,kg,1.72
vegetable,beans,runner_climbing,16/08/2019,kg,1.29
vegetable,beetroot,beetroot,16/08/2019,kg,0.5
vegetable,pak_choi,pak_choi,16/08/2019,kg,1.86
vegetable,curly_kale,curly_kale,16/08/2019,kg,2.8
vegetable,cabbage,red,16/08/2019,kg,0.62
vegetable,cabbage,savoy,16/08/2019,head,0.58
vegetable,spring_greens,prepacked,16/08/2019,kg,1.11
vegetable,cabbage,summer_autumn_pointed,16/08/2019,kg,0.59
vegetable,cabbage,white,16/08/2019,kg,0.7
vegetable,cabbage,round_green_other,16/08/2019,head,0.5
vegetable,calabrese,calabrese,16/08/2019,kg,2.05
vegetable,capsicum,green,16/08/2019,kg,0.89
vegetable,capsicum,red,16/08/2019,kg,0.86
vegetable,capsicum,elongated,16/08/2019,kg,0.94
vegetable,capsicum,yelloworange,16/08/2019,kg,0.95
vegetable,carrots,topped_washed,16/08/2019,kg,0.43
vegetable,cauliflower,all,16/08/2019,head,1.57
vegetable,celery,all_washed,16/08/2019,kg,0.84
vegetable,celeriac,celeriac,16/08/2019,kg,0.85
vegetable,coriander,coriander,16/08/2019,kg,1.7
vegetable,courgettes,courgettes,16/08/2019,kg,0.79
vegetable,cucumbers,cucumbers,16/08/2019,kg,0.95
vegetable,leeks,trimmed,16/08/2019,kg,1.25
vegetable,lettuce,butterhead_indoor,16/08/2019,head,0.35
vegetable,lettuce,cos,16/08/2019,head,0.51
vegetable,lettuce,crisp_iceberg_type,16/08/2019,head,0.4
vegetable,lettuce,little_gem,16/08/2019,twin,0.55
vegetable,rocket,rocket,16/08/2019,kg,4.84
vegetable,mixed_babyleaf_salad,pillow_pack,16/08/2019,kg,4.73
vegetable,onion,bulb_brown,16/08/2019,kg,0.44
vegetable,onion,bulb_red,16/08/2019,kg,0.53
vegetable,onion,saladspring,16/08/2019,kg,0.27
vegetable,swede,swede,16/08/2019,kg,0.25
vegetable,turnip,turnip,16/08/2019,kg,1.28
vegetable,parsnips,all_varieties,16/08/2019,kg,1.32
vegetable,peas,shelling_all_varieties,16/08/2019,kg,1.5
vegetable,rhubarb,outdoor,16/08/2019,kg,1.11
vegetable,spinach_leaf,loose_bunches,16/08/2019,kg,1.6
vegetable,sweetcorn,sweetcorn,16/08/2019,head,0.16
vegetable,tomatoes,round,16/08/2019,kg,1.15
vegetable,tomatoes,vine,16/08/2019,kg,1.11
vegetable,tomatoes,cherry,16/08/2019,kg,1.08
vegetable,tomatoes,plum,16/08/2019,kg,1.05
vegetable,watercress,pillow_packs,16/08/2019,kg,9.94
cut_flowers,gladioli,all_varieties,16/08/2019,stem,0.16
fruit,apples,bramleys_seedling,09/08/2019,kg,1.17
fruit,apples,braeburn,09/08/2019,kg,0.93
fruit,apples,gala,09/08/2019,kg,1.12
fruit,apples,other_early_season,09/08/2019,kg,1.14
fruit,blackberries,blackberries,09/08/2019,kg,6.16
fruit,currants,black,09/08/2019,kg,4.7
fruit,currants,red,09/08/2019,kg,5.3
fruit,blueberries,blueberries,09/08/2019,kg,6.33
fruit,cherries,all,09/08/2019,kg,3.11
fruit,gooseberries,gooseberries,09/08/2019,kg,4.74
fruit,plums,victoria,09/08/2019,kg,3.3
